split,scenario_id,net_id,demand_node,truth,sigma,pred_surrogate_ensemble,pred_surrogate_single,pred_mlp_no_message_passing,pred_tabular_gbt,pred_tabular_gbt_l1,pred_tabular_ridge,pred_retrieval_knn,pred_topology_heuristic,pred_constant_zero,pred_constant_train_mean
val,2711,9,51,0,0.0268926,0.0037243,0.00333027,0.00539024,0,0,0,0,0.00405857,0,0.0127829
val,2711,9,52,0,0.0277321,0.00377963,0.00329315,0.00539156,0,0,0.0131604,0,0,0,0.0127829
val,2711,9,53,0,0.0268821,0.00372363,0.00332126,0.00539041,0.00229033,0,0,0,0.00405857,0,0.0127829
val,2715,9,46,0,0.0865781,0.0118158,0.00788626,0.013324,0.0114102,0,0.120323,0,0.0282125,0,0.0127829
val,2715,9,47,0.155592,0.186236,0.0474576,0.0960725,0.00539537,0.318908,0,0.0828718,0.196076,0.0282125,0,0.0127829
val,2715,9,48,0.330595,0.183327,0.0434604,0.0805781,0.00539624,0.360693,0,0.083914,0.22682,0.0282125,0,0.0127829
val,2715,9,49,0,0.0268647,0.0037454,0.00331697,0.00539064,0.00146318,0,0.0351365,0,0.0282125,0,0.0127829
val,2715,9,50,0,0.0270232,0.00376064,0.00328976,0.00539088,0.000995125,0,0.0446462,0,0.0282125,0,0.0127829
val,2715,9,51,0,0.0268799,0.00374122,0.00332609,0.00539024,0.00223757,0,0.0338609,0,0.0282125,0,0.0127829
val,2715,9,52,0,0.0284142,0.00384959,0.00330102,0.00539156,0.0280924,0,0.0595938,0,0.0282125,0,0.0127829
val,2715,9,53,0,0.0268739,0.00373713,0.00331132,0.00539041,0.000962094,0,0.0345993,0,0.0282125,0,0.0127829
val,2716,9,46,0,0.0268607,0.00372065,0.00331426,0.00539091,0.000925762,0,0,0,0,0,0.0127829
val,2716,9,47,0,0.0818359,0.00996944,0.0103008,0.00539537,0.00151871,0,0.0390065,0,0,0,0.0127829
val,2716,9,48,0,0.0893234,0.011012,0.0103782,0.00539624,0.00233544,0,0.0400488,0,0,0,0.0127829
val,2716,9,49,0,0.0268696,0.00372197,0.0033192,0.00539064,8.99801e-05,0,0,0,0,0,0.0127829
val,2716,9,50,0,0.0268747,0.00372005,0.00330917,0.00539088,3.10027e-05,0,0.000780923,0,0,0,0.0127829
val,2716,9,51,0,0.0268888,0.0037235,0.00332706,0.00539024,0,0,0,0,0,0,0.0127829
val,2716,9,52,0,0.0277321,0.00377963,0.00329315,0.00539156,0.00150016,0,0.0157285,0,0,0,0.0127829
val,2716,9,53,0,0.0268799,0.00372401,0.0033203,0.00539041,0.000110426,0,0,0,0,0,0.0127829
val,2718,9,46,0,0.0268607,0.00372064,0.00331426,0.00539091,0.00012817,0,0,0,0,0,0.0127829
val,2718,9,47,0,0.0818359,0.00996944,0.0103008,0.00539537,0,0,0.0184325,0,0,0,0.0127829
val,2718,9,48,0,0.0893234,0.011012,0.0103782,0.00539624,0.00677521,0,0.0194747,0,0,0,0.0127829
val,2718,9,49,0,0.0268696,0.00372197,0.00331921,0.00539064,0.000489098,0,0,0,0,0,0.0127829
val,2718,9,50,0,0.0268746,0.00372004,0.00330917,0.00539088,0.000644088,0,0,0,0,0,0.0127829
val,2718,9,51,0,0.0268888,0.0037235,0.00332706,0.00539024,0,0,0,0,0,0,0.0127829
val,2718,9,52,0,0.0277321,0.00377963,0.00329315,0.00539156,0.00051272,0,0,0,0,0,0.0127829
val,2718,9,53,0,0.02688,0.00372401,0.0033203,0.00539042,0.00205203,0,0,0,0,0,0.0127829
val,2720,9,46,0,0.0268607,0.00372064,0.00331426,0.00539091,0.000781809,0,0,0,0.0305325,0,0.0127829
val,2720,9,47,0.000409834,0.0818359,0.00996944,0.0103008,0.00539537,0.0552319,0,0.041478,0.121513,0.0305325,0,0.0127829
val,2720,9,48,0.105481,0.0893234,0.011012,0.0103782,0.00539624,0.0801036,0,0.0425203,0.12197,0.0305325,0,0.0127829
val,2720,9,49,0,0.0268696,0.00372197,0.0033192,0.00539064,0.00120854,0,0,0,0.0305325,0,0.0127829
val,2720,9,50,0,0.0268747,0.00372004,0.00330917,0.00539088,0.00111422,0,0.00325239,0,0.0305325,0,0.0127829
val,2720,9,51,0,0.0268888,0.00372349,0.00332706,0.00539024,0.000384187,0,0,0,0.0305325,0,0.0127829
val,2720,9,52,0,0.0277321,0.00377963,0.00329315,0.00539156,0.0016094,0,0.0182,0,0.0305325,0,0.0127829
val,2720,9,53,0,0.02688,0.00372401,0.0033203,0.00539041,0.00187469,0,0,0,0.0305325,0,0.0127829
val,2721,9,46,0,0.0268607,0.00372064,0.00331426,0.00539091,0.00120571,0,0,0,0.00589644,0,0.0127829
val,2721,9,47,0,0.0818359,0.00996944,0.0103008,0.00539537,0.0228924,0,0.041937,0.00629233,0.00589644,0,0.0127829
val,2721,9,48,0,0.0893234,0.011012,0.0103782,0.00539624,0.0524007,0,0.0429793,0.0063509,0.00589644,0,0.0127829
val,2721,9,49,0,0.0268696,0.00372197,0.0033192,0.00539064,0.000938747,0,0,0,0.00589644,0,0.0127829
val,2721,9,50,0,0.0268747,0.00372004,0.00330917,0.00539088,0.00073599,0,0.00371139,0,0.00589644,0,0.0127829
val,2721,9,51,0,0.0268888,0.00372349,0.00332706,0.00539024,0,0,0,0,0.00589644,0,0.0127829
val,2721,9,52,0,0.0277321,0.00377963,0.00329315,0.00539156,0.00078833,0,0.018659,0,0.00589644,0,0.0127829
val,2721,9,53,0,0.02688,0.00372401,0.0033203,0.00539041,0,0,0,0,0.00589644,0,0.0127829
val,2724,9,46,0,0.0268578,0.00374217,0.00332011,0.00539091,0,0,0,0,0.0554135,0,0.0127829
val,2724,9,47,0,0.0996424,0.0129783,0.0182946,0.00539537,0.0518486,0,0.0441554,0.0339894,0.0554135,0,0.0127829
val,2724,9,48,0,0.108516,0.0144402,0.01637,0.00539624,0.0760501,0,0.0451977,0.0343604,0.0554135,0,0.0127829
val,2724,9,49,0,0.0268576,0.00373904,0.00332152,0.00539064,0,0,0,0,0.0554135,0,0.0127829
val,2724,9,50,0,0.0269449,0.00374692,0.00329497,0.00539088,0,0,0.00592985,0,0.0554135,0,0.0127829
val,2724,9,51,0,0.0268776,0.00373417,0.00332755,0.00539024,0,0,0,0,0.0554135,0,0.0127829
val,2724,9,52,0,0.0424978,0.00604619,0.00407132,0.00539156,0.00729512,0,0.0208774,0,0.0554135,0,0.0127829
val,2724,9,53,0,0.0268728,0.00373344,0.00332097,0.00539041,0,0,0,0,0.0554135,0,0.0127829
val,2726,9,46,0,0.0268607,0.00372065,0.00331426,0.00539091,0.000412462,0,0,0,0,0,0.0127829
val,2726,9,47,0,0.0818359,0.00996944,0.0103008,0.00539537,0.00180258,0,0.031208,0,0,0,0.0127829
val,2726,9,48,0,0.0893234,0.011012,0.0103782,0.00539624,0,0,0.0322503,0,0,0,0.0127829
val,2726,9,49,0,0.0268696,0.00372197,0.00331921,0.00539064,0.000634482,0,0,0,0,0,0.0127829
val,2726,9,50,0,0.0268746,0.00372004,0.00330917,0.00539088,0.000493504,0,0,0,0,0,0.0127829
val,2726,9,51,0,0.0268888,0.0037235,0.00332706,0.00539024,0,0,0,0,0,0,0.0127829
val,2726,9,52,0,0.0277321,0.00377963,0.00329315,0.00539156,3.46717e-05,0,0.00793005,0,0,0,0.0127829
val,2726,9,53,0,0.02688,0.00372401,0.0033203,0.00539041,0.000144857,0,0,0,0,0,0.0127829
val,2728,9,46,0,0.0268588,0.00374315,0.00331215,0.00539091,0,0,0.0130134,0,0.0305325,0,0.0127829
val,2728,9,47,0,0.0861158,0.0113986,0.0112946,0.0134291,0,0,0.0520584,0.0158506,0.0305325,0,0.0127829
val,2728,9,48,0,0.091368,0.0113277,0.0106069,0.00539624,0,0,0.0611423,0.0608115,0.0305325,0,0.0127829
val,2728,9,49,0,0.0735881,0.00982056,0.00599922,0.0130455,0,0,0.00432323,0,0.0305325,0,0.0127829
val,2728,9,50,0,0.0268817,0.00372196,0.00331056,0.00539088,0,0,0.0218744,0,0.0305325,0,0.0127829
val,2728,9,51,0,0.0647494,0.00860097,0.00557279,0.0131016,0,0,0.00304763,0,0.0305325,0,0.0127829
val,2728,9,52,0,0.0278171,0.00378835,0.00329377,0.00539156,0,0,0.036822,0,0.0305325,0,0.0127829
val,2728,9,53,0,0.0694759,0.00920948,0.00586803,0.0130581,0,0,0.00378605,0,0.0305325,0,0.0127829
val,2729,9,46,0,0.0268519,0.00373639,0.00331036,0.00539091,0.000881856,0,0,0,0.0128253,0,0.0127829
val,2729,9,47,0,0.0818726,0.00997502,0.0103162,0.00539537,0.00851905,0,0.0324194,0.034575,0,0,0.0127829
val,2729,9,48,0,0.0893451,0.0110161,0.010392,0.00539624,0.0394134,0,0.0334617,0.0343569,0,0,0.0127829
val,2729,9,49,0,0.0268547,0.00373293,0.00331057,0.00539064,0.0011203,0,0,0,0.0128253,0,0.0127829
val,2729,9,50,0,0.0268747,0.00372004,0.00330918,0.00539088,0.000497565,0,0,0,0,0,0.0127829
val,2729,9,51,0,0.0268704,0.0037288,0.00331319,0.00539024,0,0,0,0,0.0128253,0,0.0127829
val,2729,9,52,0,0.0277321,0.00377963,0.00329315,0.00539156,0.000512469,0,0.00914144,0,0,0,0.0127829
val,2729,9,53,0,0.0268649,0.00372529,0.00330457,0.00539041,0.0126374,0,0,0,0.0128253,0,0.0127829
val,2730,9,46,0,0.0268607,0.00372064,0.00331426,0.00539091,0.0021846,0,0,0,0.00400692,0,0.0127829
val,2730,9,47,0,0.0818359,0.00996944,0.0103008,0.00539537,0.00717612,0,0.0353221,0,0.00400692,0,0.0127829
val,2730,9,48,0,0.0893234,0.011012,0.0103782,0.00539624,0.039761,0,0.0363644,0,0.00400692,0,0.0127829
val,2730,9,49,0,0.0268696,0.00372197,0.0033192,0.00539064,0.00251963,0,0,0,0.00400692,0,0.0127829
val,2730,9,50,0,0.0268747,0.00372004,0.00330917,0.00539088,0.0025479,0,0,0,0.00400692,0,0.0127829
val,2730,9,51,0,0.0268888,0.00372349,0.00332706,0.00539024,0.0058965,0,0,0,0.00400692,0,0.0127829
val,2730,9,52,0,0.0277321,0.00377963,0.00329315,0.00539156,0.0111697,0,0.0120441,0,0.00400692,0,0.0127829
val,2730,9,53,0,0.02688,0.00372401,0.0033203,0.00539041,0.0031248,0,0,0,0.00400692,0,0.0127829
val,2733,9,46,0,0.0268605,0.00372066,0.00331429,0.00539091,0.000357046,0,0,0,0.0145181,0,0.0127829
val,2733,9,47,0,0.0818541,0.0099719,0.0103047,0.00539537,0.00765614,0,0.0344042,0.109554,0.0145181,0,0.0127829
val,2733,9,48,0,0.089348,0.0110154,0.0103817,0.00539624,0.0379227,0,0.0354465,0.109572,0.0145181,0,0.0127829
val,2733,9,49,0,0.0268692,0.00372191,0.00331921,0.00539064,0,0,0,0,0.0145181,0,0.0127829
val,2733,9,50,0,0.0268749,0.00372018,0.00330918,0.00539088,0,0,0,0,0.0145181,0,0.0127829
val,2733,9,51,0,0.0268885,0.00372345,0.00332709,0.00539024,0,0,0,0,0.0145181,0,0.0127829
val,2733,9,52,0,0.0277395,0.00378112,0.00329319,0.00539156,0.00312307,0,0.0111262,0,0.0145181,0,0.0127829
val,2733,9,53,0,0.0268797,0.0037239,0.0033203,0.00539041,0,0,0,0,0.0145181,0,0.0127829
val,2734,9,46,0,0.0268607,0.00372064,0.00331426,0.00539091,0,0,0,0,0,0,0.0127829
val,2734,9,47,0,0.0818359,0.00996944,0.0103008,0.00539537,0.0181786,0,0.0405689,0,0,0,0.0127829
val,2734,9,48,0,0.0893234,0.011012,0.0103782,0.00539624,0.026429,0,0.0416112,0,0,0,0.0127829
val,2734,9,49,0,0.0268696,0.00372197,0.0033192,0.00539064,0,0,0,0,0,0,0.0127829
val,2734,9,50,0,0.0268747,0.00372004,0.00330917,0.00539088,0,0,0.0023433,0,0,0,0.0127829
val,2734,9,51,0,0.0268888,0.00372349,0.00332706,0.00539024,0.0026779,0,0,0,0,0,0.0127829
val,2734,9,52,0,0.0277321,0.00377963,0.00329315,0.00539156,0,0,0.0172909,0,0,0,0.0127829
val,2734,9,53,0,0.02688,0.00372401,0.0033203,0.00539041,0,0,0,0,0,0,0.0127829
val,2735,9,46,0,0.0268607,0.00372064,0.00331426,0.00539091,0,0,0,0,0,0,0.0127829
val,2735,9,47,0,0.0818359,0.00996944,0.0103008,0.00539537,0,0,0.0221674,0,0,0,0.0127829
val,2735,9,48,0,0.0893234,0.011012,0.0103782,0.00539624,0,0,0.0232097,0,0,0,0.0127829
val,2735,9,49,0,0.0268696,0.00372197,0.0033192,0.00539064,0,0,0,0,0,0,0.0127829
val,2735,9,50,0,0.0268747,0.00372004,0.00330917,0.00539088,0.000796965,0,0,0,0,0,0.0127829
val,2735,9,51,0,0.0268888,0.00372349,0.00332706,0.00539024,0.000952218,0,0,0,0,0,0.0127829
val,2735,9,52,0,0.0277321,0.00377963,0.00329315,0.00539156,0.000936079,0,0,0,0,0,0.0127829
val,2735,9,53,0,0.0268799,0.00372401,0.0033203,0.00539042,0,0,0,0,0,0,0.0127829
val,3001,10,46,0,0.0268635,0.00372427,0.003319,0.00539116,0,0,0.0296631,0,0.0441385,0,0.0127829
val,3001,10,47,0,0.0284522,0.00385299,0.00347493,0.00539274,0.0103206,0,0.0579418,0,0.0441385,0,0.0127829
val,3001,10,48,0.0155421,0.0719426,0.00887271,0.00736619,0.0134687,0.234473,0,0.11584,0.100301,0.0441385,0,0.0127829
val,3001,10,49,0,0.0685006,0.00762649,0.00839793,0.00539296,0.150025,0,0.0607159,0.152542,0.0441385,0,0.0127829
val,3001,10,50,0,0.0270008,0.00373503,0.00330256,0.00539139,0,0,0.0505751,0,0.0441385,0,0.0127829
val,3001,10,51,0.0841717,0.149941,0.0238802,0.0182749,0.0136156,0.246163,0,0.119524,0.284948,0.0441385,0,0.0127829
val,3001,10,52,0,0.0674047,0.00772137,0.00807318,0.00539226,0.160454,0,0.0631047,0.202442,0.0441385,0,0.0127829
val,3001,10,53,0,0.0268629,0.00372071,0.00330802,0.00539159,0,0,0.0444252,0,0.0441385,0,0.0127829
val,3003,10,46,0,0.0268653,0.00372075,0.00331369,0.00539116,0,0,0,0,0,0,0.0127829
val,3003,10,47,0,0.0284029,0.0038441,0.00347494,0.00539274,0,0,0.0152158,0,0,0,0.0127829
val,3003,10,48,0,0.0600974,0.00679195,0.00645179,0.00539416,0.00749664,0,0.0261268,0,0,0,0.0127829
val,3003,10,49,0,0.0563964,0.00629862,0.00610877,0.00539296,0.0143496,0,0.0179899,0,0,0,0.0127829
val,3003,10,50,0,0.0269448,0.00372352,0.00330071,0.00539139,0,0,0.0078491,0,0,0,0.0127829
val,3003,10,51,0,0.0813952,0.00978932,0.00980827,0.00539266,0.0106384,0,0.0298106,0,0,0,0.0127829
val,3003,10,52,0,0.0562754,0.00639165,0.00637157,0.00539226,0,0,0.0203787,0,0,0,0.0127829
val,3003,10,53,0,0.0268515,0.00371684,0.00330714,0.00539159,0,0,0.0016992,0,0,0,0.0127829
val,3004,10,46,0,0.0268653,0.00372075,0.00331368,0.00539116,0.00192622,0,0,0,0.0139936,0,0.0127829
val,3004,10,47,0,0.0284025,0.00384406,0.00347496,0.00539274,0,0,0.0264369,0,0.0139936,0,0.0127829
val,3004,10,48,0.0607473,0.0600922,0.00679146,0.00645142,0.00539416,0.0177651,0,0.0373478,0,0.0139936,0,0.0127829
val,3004,10,49,0,0.0563905,0.00629812,0.00610795,0.00539296,0.0306227,0,0.0292109,0,0.0139936,0,0.0127829
val,3004,10,50,0,0.0269447,0.00372352,0.00330071,0.00539139,0.00589951,0,0.0190701,0,0.0139936,0,0.0127829
val,3004,10,51,0,0.0813592,0.00978499,0.00980187,0.00539266,0.0211269,0,0.0410316,0,0.0139936,0,0.0127829
val,3004,10,52,0,0.0562757,0.00639169,0.00637185,0.00539226,0,0,0.0315997,0,0.0139936,0,0.0127829
val,3004,10,53,0,0.0268515,0.00371685,0.00330714,0.00539159,0.00329374,0,0.0129202,0,0.0139936,0,0.0127829
val,3007,10,46,0,0.0268653,0.00372075,0.00331369,0.00539116,0.00104229,0,0.0137058,0,0.0441385,0,0.0127829
val,3007,10,47,0,0.0284029,0.0038441,0.00347494,0.00539274,0.00133635,0,0.0419846,0.025746,0.0441385,0,0.0127829
val,3007,10,48,0.131592,0.0600974,0.00679195,0.00645179,0.00539416,0.0433353,0,0.0528955,0.0537195,0.0441385,0,0.0127829
val,3007,10,49,0.113116,0.0563964,0.00629862,0.00610877,0.00539296,0.0583327,0,0.0447586,0.0651392,0.0441385,0,0.0127829
val,3007,10,50,0,0.0269448,0.00372352,0.00330071,0.00539139,0.000300463,0,0.0346179,0.0131352,0.0441385,0,0.0127829
val,3007,10,51,0.0291333,0.0813952,0.00978932,0.00980827,0.00539266,0.0254141,0,0.0565793,0.0547224,0.0441385,0,0.0127829
val,3007,10,52,0.0183024,0.0562754,0.00639165,0.00637157,0.00539226,0.00943234,0,0.0471475,0.064357,0.0441385,0,0.0127829
val,3007,10,53,0,0.0268515,0.00371684,0.00330714,0.00539159,9.72837e-05,0,0.028468,0.0133721,0.0441385,0,0.0127829
val,3009,10,46,0,0.0268653,0.00372075,0.00331369,0.00539116,0.000264272,0,0,0,0.00980875,0,0.0127829
val,3009,10,47,0,0.0284029,0.0038441,0.00347494,0.00539274,0,0,0.00797377,0,0.00980875,0,0.0127829
val,3009,10,48,0,0.060093,0.00679157,0.0064513,0.00539416,0.00158116,0,0.0188847,0,0.00980875,0,0.0127829
val,3009,10,49,0,0.0563905,0.00629815,0.00610783,0.00539296,0,0,0.0107478,0,0.00980875,0,0.0127829
val,3009,10,50,0,0.0269447,0.00372352,0.00330072,0.00539139,0.000354568,0,0.000607019,0,0.00980875,0,0.0127829
val,3009,10,51,0,0.0813731,0.00978669,0.00980423,0.00539266,0,0,0.0225685,0,0.00980875,0,0.0127829
val,3009,10,52,0,0.0562754,0.00639165,0.00637157,0.00539226,0,0,0.0131366,0,0.00980875,0,0.0127829
val,3009,10,53,0,0.0268515,0.00371684,0.00330714,0.00539159,0,0,0,0,0.00980875,0,0.0127829
val,3010,10,46,0,0.196163,0.0527644,0.0453591,0.0132291,0,0,0.0913384,0,0.0162788,0,0.0127829
val,3010,10,47,0,0.222087,0.0829178,0.0588678,0.00539274,0.00647913,0,0.0432626,0,0.0162788,0,0.0127829
val,3010,10,48,0,0.0601625,0.00679917,0.00645832,0.00539416,0.170116,0,0.0541735,0.000366161,0.0162788,0,0.0127829
val,3010,10,49,0,0.0564948,0.00630935,0.006134,0.00539296,0.208667,0,0.0460366,0.00832501,0.0162788,0,0.0127829
val,3010,10,50,0,0.0275703,0.0038486,0.00330367,0.00539139,0.00329156,0,0.0358959,0,0.0162788,0,0.0127829
val,3010,10,51,0,0.0822035,0.00990573,0.0099319,0.00539266,0.2171,0,0.0578574,0.0107567,0.0162788,0,0.0127829
val,3010,10,52,0.318104,0.165763,0.0402952,0.0594313,0.00539226,0.227934,0,0.0484255,0.0598049,0.0162788,0,0.0127829
val,3010,10,53,0,0.0344228,0.0057477,0.00387536,0.00539159,0.00141906,0,0.029746,0,0.0162788,0,0.0127829
val,3011,10,46,0,0.19343,0.0517088,0.0463014,0.0130722,0,0,0.00932853,0,0.0162788,0,0.0127829
val,3011,10,47,0,0.221938,0.0826619,0.0586753,0.00539274,0,0,0.0383747,0,0.0162788,0,0.0127829
val,3011,10,48,0,0.0601601,0.00679892,0.00645838,0.00539416,0.0210159,0,0.0492856,0.000370526,0.0162788,0,0.0127829
val,3011,10,49,0,0.0564935,0.0063092,0.00613393,0.00539296,0.0172583,0,0.0411487,0,0.0162788,0,0.0127829
val,3011,10,50,0,0.0275685,0.00384839,0.00330339,0.00539139,5.35673e-05,0,0.0310079,0,0.0162788,0,0.0127829
val,3011,10,51,0,0.0821622,0.00989984,0.00992763,0.00539266,0.0161189,0,0.0529694,0.0175893,0.0162788,0,0.0127829
val,3011,10,52,0.0236279,0.165815,0.0403127,0.0593647,0.00539226,0.0352408,0,0.0435375,0.0763375,0.0162788,0,0.0127829
val,3011,10,53,0,0.0343175,0.00572298,0.00386927,0.00539159,0,0,0.024858,0,0.0162788,0,0.0127829
val,3013,10,46,0,0.0268653,0.00372077,0.00331372,0.00539116,0,0,0,0,0.00242693,0,0.0127829
val,3013,10,47,0,0.0284029,0.00384411,0.00347495,0.00539274,0.000655438,0,0.00487126,0,0.00242693,0,0.0127829
val,3013,10,48,0,0.0600957,0.00679189,0.00645156,0.00539416,0.010574,0,0.0157822,0,0.00242693,0,0.0127829
val,3013,10,49,0,0.056394,0.00629858,0.00610846,0.00539296,0,0,0.0076453,0,0.00242693,0,0.0127829
val,3013,10,50,0,0.0269448,0.00372353,0.00330071,0.00539139,0,0,0,0,0.00242693,0,0.0127829
val,3013,10,51,0,0.0814199,0.00979253,0.00981825,0.00539266,0.00114168,0,0.019466,0,0.00242693,0,0.0127829
val,3013,10,52,0,0.0562754,0.00639165,0.00637157,0.00539226,0,0,0.0100341,0,0,0,0.0127829
val,3013,10,53,0,0.0268515,0.00371685,0.00330715,0.00539159,0,0,0,0,0.00242693,0,0.0127829
val,3015,10,46,0,0.0268653,0.00372075,0.00331369,0.00539116,0,0,0,0,0.0102207,0,0.0127829
val,3015,10,47,0,0.0284029,0.0038441,0.00347494,0.00539274,0,0,0.0114628,0,0.0102207,0,0.0127829
val,3015,10,48,0,0.0600931,0.00679158,0.00645133,0.00539416,0.003336,0,0.0223737,0,0.0102207,0,0.0127829
val,3015,10,49,0,0.0563908,0.00629816,0.00610786,0.00539296,0,0,0.0142368,0,0.0102207,0,0.0127829
val,3015,10,50,0,0.0269447,0.00372352,0.00330072,0.00539139,0,0,0.00409605,0,0.0102207,0,0.0127829
val,3015,10,51,0,0.0813735,0.00978673,0.00980434,0.00539266,0.00891823,0,0.0260575,0,0.0102207,0,0.0127829
val,3015,10,52,0,0.0562754,0.00639165,0.00637157,0.00539226,0,0,0.0166257,0,0.0102207,0,0.0127829
val,3015,10,53,0,0.0268515,0.00371684,0.00330714,0.00539159,0,0,0,0,0.0102207,0,0.0127829
val,3020,10,46,0,0.0268653,0.00372075,0.00331369,0.00539116,0,0,0,0,0.00887677,0,0.0127829
val,3020,10,47,0,0.0284029,0.0038441,0.00347494,0.00539274,0,0,0.0138126,0,0.00887677,0,0.0127829
val,3020,10,48,0,0.0600974,0.00679195,0.00645179,0.00539416,0.00318995,0,0.0247235,0,0.00887677,0,0.0127829
val,3020,10,49,0,0.0563964,0.00629862,0.00610877,0.00539296,0,0,0.0165866,0,0.00887677,0,0.0127829
val,3020,10,50,0,0.0269448,0.00372352,0.00330071,0.00539139,0,0,0.00644583,0,0.00887677,0,0.0127829
val,3020,10,51,0,0.0813952,0.00978932,0.00980827,0.00539266,0,0,0.0284073,0,0.00887677,0,0.0127829
val,3020,10,52,0,0.0562754,0.00639165,0.00637157,0.00539226,0,0,0.0189754,0,0.00887677,0,0.0127829
val,3020,10,53,0,0.0268515,0.00371684,0.00330714,0.00539159,0,0,0.000295929,0,0.00887677,0,0.0127829
val,3022,10,46,0,0.0268653,0.00372075,0.00331369,0.00539116,0,0,0,0,0.00887677,0,0.0127829
val,3022,10,47,0,0.0284025,0.00384405,0.00347495,0.00539274,0,0,0.0152466,0,0.00887677,0,0.0127829
val,3022,10,48,0,0.0600974,0.00679195,0.00645179,0.00539416,0.0114617,0,0.0261575,0,0.00887677,0,0.0127829
val,3022,10,49,0,0.0563964,0.00629862,0.00610877,0.00539296,0.0037018,0,0.0180206,0,0.00887677,0,0.0127829
val,3022,10,50,0,0.0269448,0.00372352,0.00330071,0.00539139,0,0,0.00787985,0,0.00887677,0,0.0127829
val,3022,10,51,0,0.0813952,0.00978932,0.00980827,0.00539266,0.00599706,0,0.0298413,0,0.00887677,0,0.0127829
val,3022,10,52,0,0.0562747,0.00639158,0.00637163,0.00539226,0.0012144,0,0.0204094,0,0.00887677,0,0.0127829
val,3022,10,53,0,0.0268515,0.00371685,0.00330714,0.00539159,0,0,0.00172995,0,0.00887677,0,0.0127829
val,3023,10,46,0,0.0268636,0.00372425,0.003319,0.00539116,0.00122016,0,0.0183671,0,0.0441385,0,0.0127829
val,3023,10,47,0,0.0284521,0.00385298,0.00347493,0.00539274,0.00424804,0,0.0466459,0,0.0441385,0,0.0127829
val,3023,10,48,0.16229,0.070774,0.00867444,0.00728591,0.0133665,0.145245,0,0.0586268,0.0236225,0.0441385,0,0.0127829
val,3023,10,49,0.0645982,0.0683252,0.00760402,0.00836373,0.00539296,0.0786495,0,0.0494199,0.0232693,0.0441385,0,0.0127829
val,3023,10,50,0,0.0270005,0.003735,0.00330257,0.00539139,0.00192321,0,0.0392792,0,0.0441385,0,0.0127829
val,3023,10,51,0.137504,0.148765,0.0235009,0.018092,0.0135545,0.183812,0,0.0623106,0.0395559,0.0441385,0,0.0127829
val,3023,10,52,0,0.0671461,0.0076886,0.00801875,0.00539226,0.0828139,0,0.0518088,0.0314228,0.0441385,0,0.0127829
val,3023,10,53,0,0.0268629,0.00372071,0.00330804,0.00539159,0.00162307,0,0.0331293,0,0.0441385,0,0.0127829
val,3024,10,46,0,0.0268653,0.00372075,0.00331369,0.00539116,0,0,0,0,0.000184939,0,0.0127829
val,3024,10,47,0,0.0284029,0.0038441,0.00347494,0.00539274,0,0,0,0,0,0,0.0127829
val,3024,10,48,0,0.0600974,0.00679195,0.00645179,0.00539416,0,0,0.00919752,0,0,0,0.0127829
val,3024,10,49,0,0.0563964,0.00629862,0.00610877,0.00539296,0,0,0.00106063,0,0,0,0.0127829
val,3024,10,50,0,0.0269448,0.00372352,0.00330071,0.00539139,0,0,0,0,0,0,0.0127829
val,3024,10,51,0,0.0813952,0.00978932,0.00980827,0.00539266,0.00408271,0,0.0128813,0,0,0,0.0127829
val,3024,10,52,0,0.056278,0.00639208,0.00637194,0.00539226,0.0111908,0,0.00344944,0,0.000184939,0,0.0127829
val,3024,10,53,0,0.0268515,0.00371685,0.00330713,0.00539159,0,0,0,0,0.000184939,0,0.0127829
val,3028,10,46,0,0.0268653,0.00372076,0.0033137,0.00539116,0.000203856,0,0,0,0.00819532,0,0.0127829
val,3028,10,47,0,0.0284028,0.0038441,0.00347495,0.00539274,0,0,0.00775754,0,0.00819532,0,0.0127829
val,3028,10,48,0,0.0600943,0.00679172,0.00645146,0.00539416,0,0,0.0186685,0,0.00819532,0,0.0127829
val,3028,10,49,0,0.0563924,0.00629837,0.00610817,0.00539296,0,0,0.0105316,0,0.00819532,0,0.0127829
val,3028,10,50,0,0.0269447,0.00372353,0.00330071,0.00539139,0,0,0.000390794,0,0.00819532,0,0.0127829
val,3028,10,51,0,0.0813958,0.00978951,0.00981206,0.00539266,0,0,0.0223523,0,0.00819532,0,0.0127829
val,3028,10,52,0,0.0562754,0.00639165,0.00637157,0.00539226,0,0,0.0129204,0,0,0,0.0127829
val,3028,10,53,0,0.0268515,0.00371685,0.00330714,0.00539159,0.000497206,0,0,0,0.00819532,0,0.0127829
val,3029,10,46,0,0.0268653,0.00372075,0.00331369,0.00539116,0.00258168,0,0,0,0.0441385,0,0.0127829
val,3029,10,47,0,0.0284029,0.0038441,0.00347494,0.00539274,0.00307136,0,0.0187454,0.0641775,0.0441385,0,0.0127829
val,3029,10,48,0,0.0600974,0.00679195,0.00645179,0.00539416,0.0224937,0,0.0296564,0.0548947,0.0441385,0,0.0127829
val,3029,10,49,0,0.0563964,0.00629862,0.00610877,0.00539296,0.0394758,0,0.0215195,0.0697905,0.0441385,0,0.0127829
val,3029,10,50,0,0.0269448,0.00372352,0.00330071,0.00539139,0.00393272,0,0.0113787,0.0338606,0.0441385,0,0.0127829
