split,scenario_id,net_id,demand_node,truth,sigma,pred_surrogate_ensemble,pred_surrogate_single,pred_mlp_no_message_passing,pred_tabular_gbt,pred_tabular_ridge,pred_retrieval_knn,pred_topology_heuristic
shift_type,131,4,20,0,0.231246,0.078085,0.0713729,0.0741006,0,0,0,0
shift_type,131,4,21,0.189435,0.231505,0.0785638,0.0719294,0.0740683,0,0.0347155,0,3.31705
shift_type,132,4,18,0.0430163,0.231464,0.0779117,0.0712162,0.0740568,0,0.0172223,0,0
shift_type,132,4,19,0.459124,0.232123,0.0794244,0.0728257,0.0739341,0,0.132971,0,3.68428
shift_type,132,4,20,0,0.231246,0.078085,0.071373,0.0741006,0,0,0,0
shift_type,132,4,21,0,0.231242,0.0779542,0.0712389,0.0741456,0,0,0,0
shift_type,133,4,18,0.0202916,0.231464,0.0779117,0.0712162,0.0740568,0,0.0317268,0,0
shift_type,133,4,19,0,0.231555,0.0780709,0.0713746,0.0740018,0,0.00167139,0,0
shift_type,133,4,20,0,0.231605,0.0788614,0.0722981,0.0740198,0,0.0115499,0,3.67757
shift_type,133,4,21,0,0.231242,0.0779542,0.0712387,0.0741456,0,0,0,0
shift_type,134,4,18,0.239661,0.23169,0.0786349,0.0720964,0.0739995,0,0.108387,0,3.76384
shift_type,134,4,19,0,0.231555,0.0780708,0.0713743,0.0740018,0,0,0,0
shift_type,134,4,20,0,0.231246,0.0780851,0.071373,0.0741006,0,0,0,0
shift_type,134,4,21,0,0.231242,0.0779541,0.0712387,0.0741456,0,0,0,0
shift_type,135,4,18,0.0792771,0.231787,0.0789644,0.0728165,0.0739707,0,0,0,3.76384
shift_type,135,4,19,0,0.231555,0.078071,0.0713745,0.0740018,0,0,0,0
shift_type,135,4,20,0,0.231246,0.0780852,0.071373,0.0741006,0,0,0,0
shift_type,135,4,21,0,0.231242,0.0779543,0.0712388,0.0741456,0,0,0,0
shift_type,136,4,18,0.275384,0.231939,0.0791762,0.0728721,0.0739718,0,0.0301145,0.0235003,3.76384
shift_type,136,4,19,0,0.231555,0.0780709,0.0713744,0.0740018,0,0,0,0
shift_type,136,4,20,0,0.231246,0.0780851,0.071373,0.0741006,0,0,0,0
shift_type,136,4,21,0,0.231242,0.0779542,0.0712387,0.0741456,0,0,0,0
shift_type,137,4,18,0.0829569,0.231464,0.0779116,0.0712162,0.0740568,0,0,0,0
shift_type,137,4,19,0,0.231555,0.0780708,0.0713746,0.0740018,0,0,0,0
shift_type,137,4,20,0,0.232064,0.0796004,0.0728996,0.0739971,0,0.0519681,0.037497,3.67757
shift_type,137,4,21,0,0.231242,0.0779541,0.0712387,0.0741456,0,0,0,0
shift_type,138,4,18,0.203802,0.231464,0.0779116,0.0712161,0.0740568,0,0.042775,0,0
shift_type,138,4,19,0,0.231555,0.0780707,0.0713746,0.0740018,0,0.0127197,0,0
shift_type,138,4,20,0,0.232148,0.0795078,0.0724687,0.0740185,0,0.117899,0,3.67757
shift_type,138,4,21,0,0.231242,0.077954,0.0712387,0.0741456,0,0,0.00898807,0
shift_type,139,4,18,0.00760773,0.231464,0.0779118,0.0712163,0.0740568,0,0,0,0
shift_type,139,4,19,0,0.231555,0.0780707,0.0713743,0.0740018,0,0,0,0
shift_type,139,4,20,0,0.231246,0.078085,0.0713729,0.0741006,0,0,0,0
shift_type,139,4,21,0.346508,0.231687,0.0789195,0.0723487,0.0740379,0,0.0127508,0,3.31705
shift_multi,110,3,18,0,0.231198,0.0779126,0.071222,0.0741922,0,0.00294618,0.00104605,4.14942
shift_multi,110,3,19,0,0.231429,0.077844,0.0711249,0.0740975,0,0.0691769,0.00296769,4.14942
shift_multi,110,3,20,0,0.231353,0.0778921,0.0712237,0.0741093,0,0.0800892,0.002961,4.14942
shift_multi,110,3,21,0,0.231205,0.0779594,0.0712075,0.0741597,0,0,0.00287329,4.14942
shift_multi,111,3,18,0,0.231197,0.0779124,0.0712216,0.0741922,0,0,0,4.72241
shift_multi,111,3,19,0.00570838,0.231429,0.0778436,0.0711241,0.0740975,0,0.00301933,0.046237,4.72241
shift_multi,111,3,20,0,0.231704,0.0787063,0.0725792,0.0739478,0,0.00845368,0.0917365,4.72241
shift_multi,111,3,21,0,0.231204,0.0779591,0.0712068,0.0741597,0,0,0,4.72241
shift_multi,112,3,18,0,0.231197,0.0779116,0.071221,0.0741922,0,0,0,5.21484
shift_multi,112,3,19,0.0223138,0.231429,0.077843,0.0711235,0.0740975,0,0.0645567,0.0202765,5.21484
shift_multi,112,3,20,0,0.231353,0.0778917,0.0712231,0.0741093,0,0.075469,0.0200155,5.21484
shift_multi,112,3,21,0,0.231205,0.0779582,0.0712063,0.0741597,0,0,0,5.21484
shift_multi,113,3,18,0,0.231197,0.0779099,0.0712214,0.0741922,0,0,0,2.81122
shift_multi,113,3,19,0.0836084,0.231428,0.0778416,0.0711241,0.0740975,0,0,0.0153913,2.81122
shift_multi,113,3,20,0,0.231352,0.0778901,0.0712234,0.0741093,0,0,0,2.81122
shift_multi,113,3,21,0,0.231204,0.0779562,0.0712067,0.0741597,0,0,0,2.81122
shift_multi,114,3,18,0,0.231197,0.0779118,0.0712215,0.0741922,0,0.164808,0,4.92238
shift_multi,114,3,19,0.172975,0.231429,0.0778432,0.071124,0.0740975,0,0.231039,0.0893028,4.92238
shift_multi,114,3,20,0.0508253,0.231721,0.078745,0.072576,0.0739633,0,0.224409,0.1406,4.92238
shift_multi,114,3,21,0,0.231204,0.0779584,0.0712067,0.0741597,0,0.150264,0.0120138,4.92238
shift_multi,115,3,18,0,0.231215,0.0779203,0.0712697,0.0741922,0,0.0536625,0.0191422,2.29731
shift_multi,115,3,19,0.00989672,0.231461,0.0778608,0.0711863,0.0740975,0,0.119893,0.021613,2.29731
shift_multi,115,3,20,0.167847,0.231375,0.0779054,0.0712618,0.0741093,0,0.130805,0.0212319,2.29731
shift_multi,115,3,21,0,0.231233,0.0779515,0.07125,0.0741597,0,0.039118,0.0195143,2.29731
shift_multi,116,3,18,0,0.231197,0.0779132,0.0712217,0.0741922,0,0,0,5.21484
shift_multi,116,3,19,0,0.231428,0.077844,0.0711242,0.0740975,0,0.0351895,0,5.21484
shift_multi,116,3,20,0,0.231803,0.0788694,0.0728044,0.0739323,0,0.0366013,0.0932609,5.21484
shift_multi,116,3,21,0,0.231204,0.07796,0.0712069,0.0741597,0,0,0,5.21484
shift_multi,117,3,18,0,0.231973,0.0791411,0.0730349,0.0739666,0,0.0725855,0.0371555,2.20935
shift_multi,117,3,19,0.31301,0.232276,0.0792091,0.0733732,0.073925,0,0.138816,0.28579,2.20935
shift_multi,117,3,20,0,0.231898,0.0789277,0.0730149,0.0739379,0,0.110835,0.198151,2.20935
shift_multi,117,3,21,0,0.232134,0.079345,0.0732872,0.0739388,0,0.058041,0.0660421,2.20935
shift_multi,118,3,18,0,0.231197,0.0779116,0.071221,0.0741922,0,0,0,2.56139
shift_multi,118,3,19,0.0124533,0.231429,0.077843,0.0711235,0.0740975,0,0.0307491,0.000317589,2.56139
shift_multi,118,3,20,0,0.231353,0.0778917,0.0712231,0.0741093,0,0.0416613,0.000308815,2.56139
shift_multi,118,3,21,0,0.231205,0.0779582,0.0712063,0.0741597,0,0,0.000282922,2.56139
shift_multi,119,3,18,0,0.23171,0.0787526,0.0725338,0.0739921,0,0.0268181,0,4.14942
shift_multi,119,3,19,0.136546,0.23197,0.0787662,0.0727629,0.0739461,0,0.0930489,0.0198677,4.14942
shift_multi,119,3,20,0.076483,0.231486,0.0778501,0.0711889,0.0741093,0,0.111168,0.0198387,4.14942
shift_multi,119,3,21,0,0.231852,0.0789424,0.0727589,0.0739572,0,0.0122737,0,4.14942
shift_multi,140,4,18,0,0.231464,0.0779117,0.0712166,0.0740568,0,0.108723,0,4.83764
shift_multi,140,4,19,0,0.23226,0.0796458,0.0736231,0.0738544,0,0.130167,0,4.83764
shift_multi,140,4,20,0,0.232027,0.0795008,0.0732491,0.0739081,0,0.064493,0,4.83764
shift_multi,140,4,21,0,0.231832,0.0790734,0.0728385,0.0739434,0,0.0943848,0,4.83764
shift_multi,141,4,18,0.670646,0.232174,0.0791028,0.0731525,0.0739102,0,0.247521,0.106863,4.53346
shift_multi,141,4,19,0.175488,0.231942,0.0781104,0.0714559,0.0740018,0,0.187604,0.0111629,4.53346
shift_multi,141,4,20,0,0.231396,0.078087,0.0713773,0.0741006,0,0.12193,0.00927684,4.53346
shift_multi,141,4,21,0.489743,0.231349,0.0779339,0.0711994,0.0741456,0,0.151821,0.0106597,4.53346
shift_multi,142,4,18,0,0.231718,0.0779433,0.0712957,0.0740568,0,0,0.000334175,2.11329
shift_multi,142,4,19,0,0.23214,0.0798729,0.073837,0.0739885,0,0,0.0111166,2.11329
shift_multi,142,4,20,0,0.231365,0.0780812,0.0713991,0.0741006,0,0,0.000263742,2.11329
shift_multi,142,4,21,0,0.231331,0.0779445,0.0712416,0.0741456,0,0,0.000332789,2.11329
shift_multi,143,4,18,0.273592,0.231866,0.0779943,0.0713652,0.0740568,0,0,0.0231107,4.57944
shift_multi,143,4,19,0,0.231751,0.0780951,0.0714031,0.0740018,0,0,0.00245572,4.57944
shift_multi,143,4,20,0,0.231359,0.0781071,0.0713951,0.0741006,0,0,0,4.57944
shift_multi,143,4,21,0,0.231341,0.0779674,0.0712226,0.0741456,0,0,0.0131416,4.57944
shift_multi,144,4,18,0,0.231464,0.077912,0.0712167,0.0740568,0,0,0.0120635,2.27565
shift_multi,144,4,19,0,0.231554,0.0780707,0.0713746,0.0740018,0,0,0.0431854,2.27565
shift_multi,144,4,20,0,0.231245,0.0780849,0.0713735,0.0741006,0,0,0,2.27565
shift_multi,144,4,21,0,0.231242,0.0779547,0.0712399,0.0741456,0,0,0.0124021,2.27565
shift_multi,145,4,18,0,0.231464,0.0779118,0.0712163,0.0740568,0,0.001462,0,0
shift_multi,145,4,19,0,0.231555,0.0780708,0.0713744,0.0740018,0,0,0,0
shift_multi,145,4,20,0,0.231246,0.078085,0.071373,0.0741006,0,0,0,0
shift_multi,145,4,21,0,0.231242,0.0779542,0.0712389,0.0741456,0,0,0,0
shift_multi,146,4,18,0.0241634,0.231464,0.0779116,0.0712169,0.0740568,0,0.0498423,0.0290977,4.53346
shift_multi,146,4,19,0,0.231553,0.0780704,0.0713744,0.0740018,0,0.019787,0.030085,4.53346
shift_multi,146,4,20,0,0.231245,0.0780846,0.0713735,0.0741006,0,0,0.00930267,4.53346
shift_multi,146,4,21,0,0.231242,0.0779542,0.0712399,0.0741456,0,0,0.0297577,4.53346
shift_multi,147,4,18,0.734785,0.232466,0.0794556,0.073543,0.0739137,0,0.314523,0.114791,4.75255
shift_multi,147,4,19,0.316482,0.232009,0.0781169,0.0714835,0.0740018,0,0.210047,0.0223727,4.75255
shift_multi,147,4,20,0,0.231427,0.0780897,0.0713928,0.0741006,0,0.144373,0.0183527,4.75255
shift_multi,147,4,21,0.371534,0.232105,0.0797102,0.0735826,0.0740426,0,0.214475,0.0963828,4.75255
shift_multi,148,4,18,0,0.231464,0.0779118,0.0712163,0.0740568,0,0.0798314,0.0190125,2.12658
shift_multi,148,4,19,0,0.231555,0.0780708,0.0713744,0.0740018,0,0.049776,0.0204092,2.12658
shift_multi,148,4,20,0,0.231246,0.078085,0.071373,0.0741006,0,0,0,2.12658
shift_multi,148,4,21,0,0.231242,0.0779542,0.0712389,0.0741456,0,0.0139936,0.0199351,2.12658
shift_multi,149,4,18,0.201156,0.232432,0.0794398,0.0737077,0.073888,0,0.217165,0.183687,4.75255
shift_multi,149,4,19,0,0.231977,0.0781221,0.0714714,0.0740018,0,0.18068,0,4.75255
shift_multi,149,4,20,0,0.2314,0.0780917,0.0713764,0.0741006,0,0.115006,0,4.75255
shift_multi,149,4,21,0,0.231344,0.0779408,0.0712082,0.0741456,0,0.144898,0,4.75255
